,Unnamed: 0,Unnamed: 1,annotation_id,annotator,created_at,id,lead_time,sentimenteffective,sentimentpet,sentimentprocess,sentimentrecycle,text,updated_at
10,22.0,,418,1,2025-04-16T04:36:53.462404Z,1103,146.848,Neutral,Positive,Positive,Positive,"Mesin pencacah plastik yang kita buat bertujuan untuk membantu pengusaha daur ulang sampah menjadi cacahan kecil. Mesin pencacah plastik mempermudah pekerjaan pencacahan botol bekas dan plastik sebelum dijual kembali.

Mesin pencacah plastik bisa menjadi solusi untuk memanfaatkan limbah untuk didaur ulang. Dengan mesin pencacah yang satu ini, plastik plastik terbuang bisa dijadikan produk yang memiliki nilai jual.

📞 Info dan konsultasi :
Telp/WA :

CS 1: wa.me/+6281234280625

CS 2: wa.me/+6282142267610
CS 3: wa.me/+6282334870125
CS 4: wa.me/+6281217850288 

🏢 Workshop : Jl Madiun - Ponorogo KM 10 Selatan Puskesmas Geger 300 Meter ,Ds. Jatisari Kec. Geger Kab. Madiun",2025-04-16T04:36:53.462404Z
11,23.0,,419,1,2025-04-16T04:37:53.315329Z,1104,57.558,Neutral,Neutral,Positive,Neutral,"Cara mendaur ulang plastik bekas 
#semuaorang
#pengikut
#jangkauanluas
#fbpro
#viral
#sorotan",2025-04-16T04:37:53.315329Z
12,24.0,,420,1,2025-04-16T05:07:59.829736Z,1105,1804.335,Neutral,Positive,Positive,Positive,"Projek ke-2 GHB (Daur Ulang Limbah Plastik) dalam proses Mencuci, Mengeringkan serta Membuat ring dari badan gelas plastik
#gayahidupberkelanjutan
#daurulanglimbahplastik
#kelasX5
#sman1punggur",2025-04-16T05:07:59.829736Z
13,26.0,,421,1,2025-04-16T05:08:09.595553Z,1107,7.127,Neutral,Neutral,Positive,Positive,"PEDULI LINGKUNGAN TANGGUL CEBLOK  (PLTC)

Daur Ulang Limbah Sampah Plastik  ♻️

 #Daurulanglimbahplastik
 #viral #fyp #hdpe",2025-04-16T05:08:09.595553Z
14,28.0,,422,1,2025-04-16T05:13:11.620995Z,1109,299.918,Neutral,Neutral,Positive,Positive,Mendaur Ulang Sampah Plastik Jadi Kursi #daurulangsampah #sampahplastik #Processing #manufacturing #factory #facebook #fbpro #kursi #kreatif #kreasi,2025-04-16T05:13:11.620995Z
15,29.0,,423,1,2025-04-16T05:13:19.945141Z,1110,7.113,Neutral,Positive,Positive,Positive,Plastik daur ulang,2025-04-16T05:13:19.946144Z
16,30.0,,424,1,2025-04-16T05:13:27.821812Z,1111,4.483,Neutral,Neutral,Positive,Positive,Membuat sikat pembersih dari plastik daur ulang ♻️,2025-04-16T05:13:27.821812Z
17,31.0,,426,1,2025-04-16T05:21:43.886759Z,1112,150.026,Positive,Neutral,Positive,Positive,"Wastgood menghadirkan meja dan kursi belajar hasil daur ulang 950 kg sampah plastik untuk SMA Pangudi Luhur, Jakarta Selatan.
Wastgood yang berfokus pada daur ulang sampah plastik, berkolaborasi dengan Desainer Bas Junianto dan Cundra Setiabudhi untuk menghadirkan furnitur ramah lingkungan di SMA Pangudi Luhur Jakarta.
Founder Wastgood, Arif, mengatakan bahwa inisiasi proyek ini telah direncanakan selama lima bulan. Mulai dari proses pengumpulan limbah, desain, hingga pembuatan prototipe.
SMA Pangudi Luhur sendiri, kata Arif, memiliki program daur ulang sampah, baik sampah organik maupun nonorganik.
“Pengajar SMA Pangudi Luhur, Pak Gigih, memang sudah lama pengin buat meja dari daur ulang. Nah, Mas Cundra sebagai alumni SMA Pangudi Luhur menghubungi Wastgood untuk kerja sama mewujudkan mimpinya, salah satunya untuk membuat bangku dan meja daur ulang,” ujar Arif kepada DAAI TV, Selasa (11/2).
#fyp #bonus #faktaunik #fakta #foto #viral #tranding",2025-04-16T05:21:43.886759Z
18,32.0,,425,1,2025-04-16T05:18:45.837658Z,1113,35.609,Neutral,Neutral,Positive,Neutral,Bonsai dari daur ulang limbah plastik... :),2025-04-16T05:19:11.029451Z
19,33.0,,427,1,2025-04-16T05:21:59.209219Z,1114,5.232,Neutral,Neutral,Positive,Positive,Ide P5 gaya hidup berkelanjutan membuat bunga dari plastik bekas yang sangat kreatif,2025-04-16T05:21:59.209219Z
20,36.0,,428,1,2025-04-16T10:17:47.828545Z,1117,14.461,Neutral,Neutral,Neutral,Positive,Cara membuat sarung tangan plastik dari proses mendaur ulang kantong kresek bekas #daurulang #sarungtangan #plastikbekas,2025-04-16T10:17:47.828545Z
21,38.0,,429,1,2025-04-16T10:19:32.777413Z,1119,15.962,Positive,Positive,Positive,Positive,"Plastikku adalah Uangku? Daur ulang dapat uang?

Ternyata botol plastik sekali pakai masih berharga setelah digunakan! Faktanya, botol plastik bekas memiliki nilai ekonomis karena dapat didaur ulang menjadi produk baru! Dengan teknologi daur ulang, limbah plastik yang kita hasilkan dapat digunakan kembali sebagai bahan baku untuk membuat produk-produk plastik baru!
Melalui transisi dari ekonomi linier menjadi ekonomi sirkular, kami dapat memperoleh keuntungan dari mendaur ulang botol plastik bekas kita!

Tertarik menjadi pengusaha dengan modal sampah plastik?
Temukan dan pelajari lebih lanjut dengan mengikuti webinar ini!
Bit.ly/Plastikku-Uangku

#UniversitasIndonesia",2025-04-16T10:19:37.267059Z
22,41.0,,430,1,2025-04-16T10:26:27.308029Z,1122,408.037,Positive,Positive,Positive,Positive,"Sampah plastik jadi limbah
Sampah plastik jadi gaun cuan

Gebrakan yang sangat menginspirasi ini datang dari @cacagown bareng adik-adik berkebutuhan khusus menciptakan gaun indah mendulang cuan dari daur ulang sampah botol plastik.

Yuk simak di video inspirasi Berani Berubah program kolaborasi @sctv @indosiar @vidiodotcom bersama media digital @Liputan6 dan @merdekadotcom

#BeraniBerubah #PerubahanPerilaku #inspirasi #UMKM",2025-04-16T10:26:27.308029Z
23,43.0,,431,1,2025-04-16T12:24:09.513524Z,1124,7057.923,Positive,Neutral,Positive,Positive,"Oriflame KEREEEEENNNN 😍😍😍

Sepatu kets nya terbuat dari sampah plastik daur ulang dr lautan. Jd ngurangiin limbah plastik dibikin sepatuu

Kalo dijual di katalog indonesia, siapa maoo komeeen cobaaa biar kita mintaa ke global 😆😆",2025-04-16T12:24:09.513524Z
24,47.0,,432,1,2025-04-16T12:24:24.590138Z,1128,8.696,Neutral,Neutral,Positive,Positive,"Cara membuat bunga unik dari plastik bekas

#craft #tutorial #daurulang #kerajinantangan",2025-04-16T12:24:24.590138Z
25,48.0,,433,1,2025-04-16T12:25:38.725483Z,1129,85.789,Positive,Neutral,Positive,Negative,"Korek gas telah menjadi bagian tak terpisahkan dari kehidupan sehari-hari, menyimpan sejumlah masalah lingkungan yang serius. Komponen utama dari korek gas adalah bahan plastik yang sulit didaur ulang. Proses daur ulang plastik menjadi tantangan tersendiri karena aditif dan campuran bahan lain yang sulit dipisahkan. Akibatnya, banyak korek gas yang terbuang dan menjadi sumber polusi lingkungan.

Tapi hal unik dilakukan Pak Timan, petugas UPS Badan Air Kecamatan Kemayoran, Jakarta Pusat. Di tangannya, sampah korek gas punya nilai lebih. Tak sekadar menjaga kondisi kali agar terbebas dari sampah, Pak Timan mengambil langkah untuk mengolah limbah menjadi kerajinan tangan unik dan kreatif. 

Yuk, bersama Pak Timan untuk lebih bijak lagi untuk memilah, mengolah, dan menjadikan sampah lebih bermanfaat.

#sampah #limbah #mainan #miniatur #kreatif #kerajinan #reduce #reuse #recycle #3r #jakartasadarsampah #jagajakarta #dkijakarta #suksesjakartauntukindonesia",2025-04-16T12:25:53.401448Z
26,49.0,,434,1,2025-04-16T12:28:12.935734Z,1130,138.555,Negative,Neutral,Neutral,Negative,Sampah plastik di daur menjadi beras plastik. Hati hati...,2025-04-16T12:28:12.935734Z
27,51.0,,435,1,2025-04-16T12:29:44.691863Z,1132,89.636,Neutral,Neutral,Positive,Positive,"Pemanfaatan limbah plastik 🙏
Ajar adik"" di rumah, kasih modal ketrampilan buat bekal mereka nanti, dimulai dari yg sederhana.
membuat bunga dari kresek, semua kresek di setrika dulu sehingga bahan kreseknya kaku, potnya kami buat dari lidi sate, kemudian di hias dengan percahan kain tenun
#prakarya #bungadarikresek #fyp
#bonusfoto",2025-04-16T12:29:44.691863Z
28,53.0,,436,1,2025-04-16T12:30:00.638943Z,1134,13.967,Neutral,Neutral,Positive,Positive,Proses pembuatan Spakbor Motor dari plastik bekas,2025-04-16T12:30:00.638943Z
29,55.0,,437,1,2025-04-16T12:30:46.275815Z,1136,18.336,Positive,Positive,Positive,Positive,"Warga Rawamangun Daur Ulang Sampah Plastik⁣
⁣
Sekitar 50 orang warga Rawamangun mengikuti workshop (loka karya) daur ulang limbah plastik bersama Suku Dinas Lingkungan Hidup Kota Administrasi Jakarta Timur dan Dewan Paroki Gereja Keluarga Kudus di aula Betlehem, Gereja Keluarga Kudus, Jl. Balai Pustaka Baru, Kelurahan Rawamangun, Kecamatan Pulogadung, Jakarta Timur, Sabtu (18/1/2020).⁣
⁣
""Tujuan dari workshop ini agar masyarakat mengetahui mana sampah yang dapat didaur ulang, yang memiliki nilai,"" pungkas Kepala Suku Dinas Lingkungan Hidup Kota Administrasi Jakarta Timur, Herwansyah. ⁣
⁣
Adapun workshop yang diajarkan berupa daur ulang sampah berbahan plastik seperti tutup botol, galon dan plastik. ⁣
⁣
Bahan tersebut dilelehkan dioven untuk kemudian dibentuk sesuai selera dan diberikan warna-warna menarik, menjadi wadah buah, talenan, nampan, papan nomor rumah dan bangku.⁣
⁣
Kegiatan daur ulang sampah ini dilakukan berdasarkan Instruksi Gubernur DKI Jakarta Nomor 70 Tahun 2017, tentang pemilahan sampah organik, anorganik, sampah bahan berbahaya dan beracun.⁣
⁣
@aniesbaswedan⁣
@m.anwar551⁣
@uuskuswanto_552jt⁣
@usmayadirameli⁣
@dkijakarta⁣
⁣
#jaktim #jakarta #sampah #daurulang",2025-04-16T12:30:46.275815Z
30,57.0,,438,1,2025-04-16T12:32:46.140080Z,1138,117.665,Positive,Neutral,Positive,Positive,"#SahabatPembangunan,️ Paviliun Indonesia di Expo 2025 Osaka hadir sebagai simbol kekuatan maritim dan komitmen terhadap masa depan berkelanjutan. Dirancang dengan prinsip ramah lingkungan, paviliun ini menggunakan material inovatif seperti kayu Plana yang terbuat dari 60% sekam padi, 30% limbah plastik daur ulang, dan 10% bahan tambahan. 🌱

Sistem pencahayaan dan pendingin hemat energi juga diterapkan untuk mengurangi emisi karbon. Selain itu, penggunaan material daur ulang dan berkelanjutan menjadi wujud nyata Indonesia dalam menjaga bumi 🌏

#IndonesiaPavilion2025 #BappenasRI #IndonesiaExpo2025 #PaviliunIndonesia",2025-04-16T12:32:46.140080Z
31,63.0,,439,1,2025-04-16T12:34:04.419753Z,1144,25.267,Neutral,Positive,Neutral,Positive,"Selain 100% solar movement, jam ini juga dibuat dari bahan daur ulang untuk mengurangi jumlah limbah plastik di luar sana, bahkan strapnya terbuat dari hasil daur ulang botol plastik.

Klik  untuk belanja!

#UStyleMe #UrbanIcon",2025-04-16T12:34:04.419753Z
32,65.0,,440,1,2025-04-16T12:34:52.098297Z,1146,45.288,Neutral,Neutral,Positive,Positive,"Viral! Aksi Prakarya Kreatif Bocah Cilik Daur Ulang Sampah Plastik dengan Hasil yang Aestetik

Seorang bocah cilik melakukan aksi prakarya kreatif saat membuat sepatu yang diunggah ke akun TikTok pribadinya (@/sipalinglokal). Di dalam video yang diunggahnya, ia membuat sepatu dari sampah plastik, barang yang dianggap sudah tidak wajar namun berhasil mencipta karya yang begitu aestetik.",2025-04-16T12:34:52.098297Z
33,75.0,,441,1,2025-04-16T12:36:19.355131Z,1156,26.634,Positive,Neutral,Positive,Positive,"Mahasiswa Teknik Lingkungan ITERA Juara Lomba Daur Ulang Sampah

ITERA NEWS. Tim mahasiswa Program Studi Teknik Lingkungan Institut Teknologi Sumatera (ITERA) meraih juara II lomba daur ulang sampah dalam Festival Lingkungan MAHARIPAL 2019 yang diadakan di UIN Raden Intan Lampung, beberapa waktu lalu.
Mahasiswa yang terlibat dalam tim tersebut yakni Azura Purnama, Septiana Kusuma Dewi, Rahmah, Saptina Lilyana, Anggraini, Amida, Gita wulan, Karissa Rana, Nasrul Putra dan Ainan Azka. Dalam kegiatan tersebut, tim mahasiswa Teknik Lingkungan ITERA menciptakan paving block berbahan sampah plastik yang dinilai lebih kuat disbanding paving blok berbagan semen.
Tyan Nufutomo selaku dosen pendamping mahasiswa menyebut, ide pembuatan paving block berbahan limbah plastik mereka dapatkan dari melihat referensi yang sudah dilakukan di salah satu daerah di Jawa Tengah. Untuk itu mereka ingin mencoba menerapkannya di Lampung, sebagai bagian dari upaya pengurangan sampah plastik yang sulit terurai.
“Tujuan daur ulang sampah ini karena kami melihat masih adanya permasalahan sampah plastik yang terus menumpuk di berbagai tempat di masyarakat. Kami ingin mengolah sampah tersebut menjadi sebuah benda yang lebih bermanfaat, seperti menjadi paving block,” ujar Tyan, Rabu (24/4/2019)

Baca selengkapnya di
",2025-04-16T12:36:19.355131Z
34,76.0,,443,1,2025-04-16T12:37:14.704644Z,1157,7.964,Neutral,Positive,Positive,Positive,"Bunga dari botol bekas kemasan air mineral.
Kreasi Daur Ulang Sampah Plastik 
#diy #craft #daurulang #kreasi",2025-04-16T12:37:14.704644Z
35,77.0,,442,1,2025-04-16T12:37:05.528587Z,1158,23.225,Positive,Neutral,Positive,Positive,"Siap kirim ke seluruh Indonesia
Yuk yang mau usaha daur ulang limbah plastik
Ikuti workshop di CV Berkah Plastik 😉
Ada bimbingan dan penjelasan oleh mentor2 profesional dan owner langsung dr CV Berkah Plastik 
Usaha daur ulang limbah plastik
Kami siap membantu dan membimbing
✓ bagi pemula yang mau menggeluti bisnis limbah plastik
✓ Kami juga menyediakan mesin pencacah plastik dengan berbagai kapasitas dan ukuran sesuai kebutuhan owner.
✓ Kami siap menerima dan menampung hasil cacahan plastik dengan harga pabrikan.

Lokasi /office :
• Jl. Wilalung Ds. Menawan Merak 05/01 Kec.Dempet Kab.Demak Jateng • Jl. Jeruk VIII no 28 Semarang

Monggo yg mau berkunjung silakan tanya2 gratis dan kami siap melayani 24 jam 
Insya Allah amanah dan terpercaya
Silakan yang minat mau tanya2 atau konsultasi boleh
TLP ☎️ 085701155220 
WA 📲 081393031380 / 087887427903
Terimakasih.. .matursuwun 🙏😄 #limbahplastik #cacahanplastik #usahaplastik #bisniscacahanplastik #peluangusaha #bisnissemarang #bisnisdemak #purwodadi #demak #semarang #daurulanglimbahplastik #daurulang #mesinpencacahplastik #jualmesincacahanplastik #jualmesinpencacahplastik #jualmesingilinganplastik #mesincacahplastik #gilinganplastik #bijiplastik #sampahplastik #mesincacahplastikkalimantan #bisniskalimantan",2025-04-16T12:37:05.528587Z
